Date,open,high,low,close,volume
2008-03-28 00:00:00+05:30,175.15,182.4,173.87,182.11,189506
2008-03-31 00:00:00+05:30,179.2,188.8,177.28,184.09,79031
2008-04-01 00:00:00+05:30,184.0,187.52,179.85,181.09,76940
2008-04-02 00:00:00+05:30,185.81,186.45,181.12,182.29,323221
2008-04-03 00:00:00+05:30,184.53,184.85,181.55,184.12,59203
2008-04-04 00:00:00+05:30,181.87,185.37,180.79,181.34,115115
2008-04-07 00:00:00+05:30,184.53,184.53,181.87,184.03,129506
2008-04-08 00:00:00+05:30,185.07,186.67,184.0,185.35,221784
2008-04-09 00:00:00+05:30,185.28,194.67,185.07,193.56,646312
2008-04-10 00:00:00+05:30,194.03,201.06,193.92,196.51,183037
2008-04-11 00:00:00+05:30,198.19,198.93,194.8,195.48,262087
2008-04-15 00:00:00+05:30,197.33,199.89,190.51,193.55,200437
2008-04-16 00:00:00+05:30,213.27,213.33,195.41,200.36,121828
2008-04-17 00:00:00+05:30,204.8,205.87,197.33,200.26,53470
2008-04-21 00:00:00+05:30,202.24,202.67,193.07,194.69,63178
2008-04-22 00:00:00+05:30,196.27,197.76,192.85,193.11,64996
2008-04-23 00:00:00+05:30,194.35,198.14,193.07,193.53,49415
2008-04-24 00:00:00+05:30,196.27,202.45,191.68,193.07,180506
2008-04-25 00:00:00+05:30,193.71,194.35,188.59,189.6,33206
2008-04-28 00:00:00+05:30,191.15,192.0,187.85,188.37,22617
2008-04-29 00:00:00+05:30,188.59,190.29,186.56,187.75,658673
2008-04-30 00:00:00+05:30,188.16,189.65,181.76,183.32,462454
2008-05-02 00:00:00+05:30,189.65,189.65,183.32,185.27,62409
2008-05-05 00:00:00+05:30,185.61,189.87,185.61,187.03,1224524
2008-05-06 00:00:00+05:30,187.73,188.33,184.79,185.63,42534
2008-05-07 00:00:00+05:30,185.6,190.93,182.42,188.44,323648
2008-05-08 00:00:00+05:30,183.48,189.43,179.02,187.8,182315
2008-05-09 00:00:00+05:30,185.4,199.04,185.4,194.26,241476
2008-05-12 00:00:00+05:30,190.72,201.6,185.6,198.79,197624
2008-05-13 00:00:00+05:30,200.11,201.17,196.51,199.33,69553
2008-05-14 00:00:00+05:30,199.25,202.67,193.07,195.89,128845
2008-05-15 00:00:00+05:30,195.21,197.97,194.13,195.26,103003
2008-05-16 00:00:00+05:30,196.27,196.48,193.07,194.08,92601
2008-05-20 00:00:00+05:30,193.07,193.07,189.65,191.86,343860
2008-05-21 00:00:00+05:30,193.07,193.07,188.01,189.15,24492
2008-05-22 00:00:00+05:30,184.32,189.87,182.09,187.81,18445
2008-05-23 00:00:00+05:30,188.59,190.65,187.09,188.81,10860
2008-05-26 00:00:00+05:30,187.73,192.43,182.61,189.01,74039
2008-05-27 00:00:00+05:30,189.01,191.15,185.83,186.77,9609
2008-05-28 00:00:00+05:30,177.55,186.67,177.55,185.79,20493
2008-05-29 00:00:00+05:30,187.31,188.8,185.39,186.66,148682
2008-05-30 00:00:00+05:30,186.03,186.03,182.04,184.57,81820
2008-06-02 00:00:00+05:30,183.68,188.37,174.1,178.05,48787
2008-06-03 00:00:00+05:30,168.53,175.79,168.53,171.48,51182
2008-06-04 00:00:00+05:30,171.48,171.69,160.65,162.39,47498
2008-06-05 00:00:00+05:30,162.39,170.88,154.27,167.47,103884
2008-06-06 00:00:00+05:30,165.33,172.79,162.13,169.25,74882
2008-06-09 00:00:00+05:30,162.24,168.53,158.72,164.62,23226
2008-06-10 00:00:00+05:30,162.13,164.27,156.39,162.17,45918
2008-06-11 00:00:00+05:30,160.21,165.97,157.98,163.94,491203
2008-06-12 00:00:00+05:30,162.99,163.2,154.67,160.98,791817
2008-06-13 00:00:00+05:30,157.88,160.0,154.88,158.71,28518
2008-06-16 00:00:00+05:30,160.0,174.93,155.8,165.67,75496
2008-06-17 00:00:00+05:30,165.67,173.01,162.37,171.39,63370
2008-06-18 00:00:00+05:30,169.39,171.85,161.18,165.05,156299
2008-06-19 00:00:00+05:30,159.06,168.95,159.06,167.27,132576
2008-06-20 00:00:00+05:30,162.2,170.99,162.2,166.65,129196
2008-06-23 00:00:00+05:30,162.2,166.4,158.72,159.98,47348
2008-06-24 00:00:00+05:30,155.74,161.07,154.95,160.0,81960
2008-06-25 00:00:00+05:30,156.85,169.39,155.79,165.99,641489
2008-06-26 00:00:00+05:30,162.26,170.03,160.33,167.22,397514
2008-06-27 00:00:00+05:30,158.87,168.96,157.98,165.82,45435
2008-06-30 00:00:00+05:30,166.19,167.41,162.17,165.45,259232
2008-07-01 00:00:00+05:30,160.01,170.54,157.98,163.45,223040
2008-07-02 00:00:00+05:30,160.0,172.8,155.27,161.85,170859
2008-07-03 00:00:00+05:30,162.13,162.13,157.87,158.3,89043
2008-07-04 00:00:00+05:30,155.97,162.13,155.97,162.07,251226
2008-07-07 00:00:00+05:30,161.49,164.68,160.64,162.9,20268
2008-07-08 00:00:00+05:30,157.93,166.4,157.93,162.69,156243
2008-07-09 00:00:00+05:30,160.64,170.03,160.58,169.38,41864
2008-07-10 00:00:00+05:30,164.48,170.66,163.42,166.95,11732
2008-07-11 00:00:00+05:30,164.69,166.58,160.6,163.19,14001
2008-07-14 00:00:00+05:30,159.81,164.01,158.93,160.04,13031
2008-07-15 00:00:00+05:30,158.08,164.48,157.01,160.0,565612
2008-07-16 00:00:00+05:30,157.88,162.13,157.88,159.46,60379
2008-07-17 00:00:00+05:30,165.76,165.76,160.01,162.15,53292
2008-07-18 00:00:00+05:30,160.05,165.76,158.99,164.55,46364
2008-07-21 00:00:00+05:30,160.44,170.1,160.23,166.97,2366770
2008-07-22 00:00:00+05:30,162.35,170.24,161.28,168.96,19959
2008-07-23 00:00:00+05:30,169.6,178.13,169.6,175.83,63998
2008-07-24 00:00:00+05:30,176.01,181.33,171.75,180.29,46607
2008-07-25 00:00:00+05:30,178.13,182.4,174.95,181.23,50048
2008-07-28 00:00:00+05:30,176.64,185.6,175.15,182.42,43860
2008-07-29 00:00:00+05:30,174.93,183.47,174.93,177.7,103565
2008-07-30 00:00:00+05:30,177.07,183.47,173.99,177.28,29812
2008-07-31 00:00:00+05:30,175.36,179.41,171.95,179.19,53442
2008-08-01 00:00:00+05:30,174.93,179.2,173.89,179.06,30548
2008-08-04 00:00:00+05:30,175.37,181.33,175.37,179.85,194465
2008-08-05 00:00:00+05:30,176.64,183.47,176.0,180.75,26990
2008-08-06 00:00:00+05:30,191.79,191.79,179.2,181.24,228393
2008-08-07 00:00:00+05:30,179.2,181.33,178.66,179.17,10682
2008-08-08 00:00:00+05:30,178.35,181.12,176.0,179.64,187185
2008-08-11 00:00:00+05:30,183.57,185.39,179.26,184.41,73607
2008-08-12 00:00:00+05:30,180.27,188.16,179.33,187.7,1078199
2008-08-13 00:00:00+05:30,191.79,195.08,183.47,184.63,151992
2008-08-14 00:00:00+05:30,183.47,188.8,181.97,187.11,32770
2008-08-18 00:00:00+05:30,181.33,187.73,180.44,185.62,24149
2008-08-19 00:00:00+05:30,181.35,186.67,180.49,185.56,783843
2008-08-20 00:00:00+05:30,181.39,187.52,181.39,186.69,319307
2008-08-21 00:00:00+05:30,182.83,187.35,182.09,186.6,57379
2008-08-22 00:00:00+05:30,183.16,186.03,182.53,185.47,439209
2008-08-25 00:00:00+05:30,184.96,188.59,183.49,186.45,23193
2008-08-26 00:00:00+05:30,183.04,187.95,183.04,187.07,256799
2008-08-27 00:00:00+05:30,188.8,188.8,184.53,187.24,186740
2008-08-28 00:00:00+05:30,186.66,189.23,184.75,187.23,315337
2008-08-29 00:00:00+05:30,186.79,188.47,186.24,187.41,84651
2008-09-01 00:00:00+05:30,187.08,190.89,186.03,186.12,284507
