Date,open,high,low,close,adj close,volume,sma_200,sma_200_above
2023-01-02,15479.9501953125,15536.349609375,15433.2998046875,15523.650390625,15523.650390625,2100336300,,False
2023-01-03,15515.75,15575.7001953125,15500.75,15557.7998046875,15557.7998046875,20771100,,False
2023-01-04,15563.150390625,15574.5,15375.7998046875,15393.0,15393.0,21390500,,False
2023-01-05,15446.5,15462.150390625,15286.400390625,15386.2001953125,15386.2001953125,17566700,,False
2023-01-06,15401.349609375,15419.400390625,15219.849609375,15272.0,15272.0,17314600,,False
2023-01-09,15360.400390625,15472.150390625,15353.349609375,15450.099609375,15450.099609375,16224900,,False
2023-01-10,15470.0,15472.4501953125,15262.099609375,15325.25,15325.25,16031600,,False
2023-01-11,15342.75,15375.099609375,15257.0,15301.349609375,15301.349609375,16188500,,False
2023-01-12,15329.7001953125,15347.2001953125,15203.5498046875,15279.599609375,15279.599609375,15254100,,False
2023-01-13,15295.900390625,15370.0498046875,15215.0,15346.099609375,15346.099609375,16543300,,False
2023-01-16,15398.150390625,15421.25,15276.5,15305.4501953125,15305.4501953125,18627400,,False
2023-01-17,15328.849609375,15411.0,15291.599609375,15396.150390625,15396.150390625,16620100,,False
2023-01-18,15416.599609375,15479.650390625,15376.5,15466.349609375,15466.349609375,14567100,,False
2023-01-19,15427.150390625,15455.150390625,15387.25,15419.7001953125,15419.7001953125,13979400,,False
2023-01-20,15428.2001953125,15443.4501953125,15336.7001953125,15347.900390625,15347.900390625,14565800,,False
2023-01-23,15411.5,15427.5,15364.25,15403.2001953125,15403.2001953125,17463500,,False
2023-01-24,15451.2001953125,15459.2998046875,15364.2001953125,15388.5498046875,15388.5498046875,13851600,,False
2023-01-25,15364.400390625,15368.7001953125,15146.400390625,15171.9501953125,15171.9501953125,17964600,,False
2023-01-27,15160.150390625,15165.400390625,14779.099609375,14874.75,14874.75,23619800,,False
2023-01-30,14807.5,14955.150390625,14675.0498046875,14854.2001953125,14854.2001953125,21766700,,False
2023-01-31,14906.4501953125,14962.9501953125,14787.849609375,14935.5,14935.5,21357100,,False
2023-02-01,15054.7998046875,15154.099609375,14622.650390625,14847.650390625,14847.650390625,26382500,,False
2023-02-02,14760.349609375,14887.4501953125,14698.400390625,14839.400390625,14839.400390625,20569100,,False
2023-02-03,14904.099609375,14972.150390625,14746.4501953125,14962.349609375,14962.349609375,20226200,,False
2023-02-06,14939.400390625,14954.2998046875,14870.5498046875,14934.150390625,14934.150390625,21782900,,False
