Date,open,high,low,close,adj close,volume,sma_200,sma_200_above
2022-01-03,15030.5,15220.0498046875,15028.5498046875,15204.599609375,15204.580078125,17499900,,False
2022-01-04,15260.900390625,15333.599609375,15168.150390625,15318.75,15318.7294921875,20299700,,False
2022-01-05,15329.75,15410.599609375,15264.849609375,15396.400390625,15396.3798828125,19135100,,False
2022-01-06,15275.75,15315.5,15197.099609375,15290.099609375,15290.0791015625,18769800,,False
2022-01-07,15333.4501953125,15418.400390625,15255.4501953125,15348.5498046875,15348.529296875,19623500,,False
2022-01-10,15427.650390625,15504.0,15400.5498046875,15495.5498046875,15495.529296875,18574200,,False
2022-01-11,15497.5,15559.099609375,15462.0498046875,15530.5498046875,15530.529296875,39161700,,False
2022-01-12,15627.0498046875,15678.7001953125,15595.650390625,15667.900390625,15667.8798828125,24868800,,False
2022-01-13,15710.2998046875,15730.9501953125,15629.4501953125,15721.0498046875,15721.029296875,19011400,,False
2022-01-14,15667.9501953125,15754.4501953125,15619.5498046875,15730.400390625,15730.3798828125,16010500,,False
2022-01-17,15731.349609375,15794.9501953125,15718.25,15781.25,15781.2294921875,16968900,,False
2022-01-18,15819.4501953125,15834.2001953125,15546.650390625,15573.099609375,15573.0791015625,18803800,,False
2022-01-19,15580.400390625,15580.400390625,15403.2001953125,15472.5,15472.4794921875,18236200,,False
2022-01-20,15464.4501953125,15486.150390625,15280.5498046875,15361.099609375,15361.0791015625,14523600,,False
2022-01-21,15252.900390625,15294.7001953125,15069.0498046875,15180.7998046875,15180.7802734375,16241600,,False
2022-01-24,15155.0,15165.400390625,14577.150390625,14712.0498046875,14712.0302734375,20927900,,False
2022-01-25,14577.5498046875,14853.0,14410.900390625,14832.2001953125,14832.1806640625,20596200,,False
2022-01-27,14671.7001953125,14735.75,14489.7998046875,14679.7001953125,14679.6806640625,22473700,,False
2022-01-28,14773.0498046875,14952.150390625,14701.599609375,14723.25,14723.23046875,21083500,,False
2022-01-31,14894.75,14975.7998046875,14857.5498046875,14921.4501953125,14921.4306640625,17018300,,False
2022-02-01,15073.150390625,15138.2001953125,14850.2998046875,15116.2001953125,15116.1806640625,22909000,,False
2022-02-02,15218.25,15304.599609375,15201.4501953125,15293.349609375,15293.3291015625,19792700,,False
2022-02-03,15289.150390625,15296.349609375,15101.0,15135.900390625,15135.880859375,17185400,,False
2022-02-04,15159.599609375,15188.400390625,15048.349609375,15085.4501953125,15085.4306640625,17002800,,False
2022-02-07,15065.0498046875,15126.650390625,14796.2001953125,14870.599609375,14870.580078125,17777600,,False
2022-02-08,14926.5,14955.25,14689.150390625,14857.0498046875,14857.0302734375,17937100,,False
2022-02-09,14942.75,15026.5,14925.0498046875,15016.349609375,15016.330078125,14131700,,False
2022-02-10,15084.349609375,15134.099609375,14972.349609375,15112.2001953125,15112.1806640625,16758500,,False
2022-02-11,14988.9501953125,14990.599609375,14862.0498046875,14891.2998046875,14891.2802734375,13991100,,False
2022-02-14,14606.5498046875,14638.650390625,14370.7001953125,14400.400390625,14400.3818359375,17338500,,False
2022-02-15,14469.0,14822.75,14348.400390625,14805.5498046875,14805.5302734375,18131200,,False
2022-02-16,14876.650390625,14935.599609375,14756.5,14789.900390625,14789.880859375,14687200,,False
2022-02-17,14857.099609375,14895.650390625,14725.0498046875,14772.0498046875,14772.0302734375,11736900,,False
2022-02-18,14711.2998046875,14815.0,14692.650390625,14710.7001953125,14710.6806640625,11076300,,False
2022-02-21,14638.349609375,14733.099609375,14498.2001953125,14597.099609375,14597.080078125,16852100,,False
2022-02-22,14269.4501953125,14527.2001953125,14267.599609375,14489.0498046875,14489.03125,17897800,,False
2022-02-23,14581.0498046875,14629.0498046875,14482.2998046875,14506.9501953125,14506.931640625,13590500,,False
2022-02-24,14055.849609375,14180.849609375,13747.4501953125,13775.7001953125,13775.6826171875,28966600,,False
2022-02-25,14018.099609375,14247.0498046875,14007.7001953125,14187.400390625,14187.3818359375,20825600,,False
2022-02-28,14047.75,14320.9501953125,13928.7998046875,14307.9501953125,14307.931640625,20396100,,False
2022-03-02,14161.7001953125,14265.5,14104.75,14199.7998046875,14199.78125,19608300,,False
2022-03-03,14327.7001953125,14364.599609375,14094.2998046875,14135.9501953125,14135.931640625,19812900,,False
2022-03-04,14020.2001953125,14075.0,13828.4501953125,13893.150390625,13893.1318359375,21633600,,False
2022-03-07,13594.75,13637.5,13438.2998046875,13564.25,13564.232421875,21321300,,False
2022-03-08,13504.75,13720.099609375,13423.5498046875,13706.75,13706.732421875,19866800,,False
2022-03-09,13786.400390625,14037.650390625,13721.9501953125,13979.599609375,13979.5810546875,18635900,,False
2022-03-10,14313.2001953125,14316.7998046875,14079.849609375,14189.0,14188.9814453125,19468100,,False
2022-03-11,14145.5,14268.2998046875,14098.7001953125,14237.150390625,14237.1318359375,15297400,,False
2022-03-14,14248.900390625,14389.349609375,14189.099609375,14374.599609375,14374.5810546875,14504100,,False
2022-03-15,14408.75,14433.75,14130.900390625,14215.849609375,14215.8310546875,17662800,,False
2022-03-16,14392.5498046875,14491.4501953125,14369.5,14481.7998046875,14481.78125,12845200,,False
2022-03-17,14667.2001953125,14756.5498046875,14644.75,14721.7001953125,14721.6806640625,26001700,,False
2022-03-21,14773.0498046875,14789.849609375,14590.7001953125,14602.349609375,14602.330078125,14982200,,False
2022-03-22,14613.099609375,14738.150390625,14492.25,14724.0498046875,14724.0302734375,15208600,,False
2022-03-23,14806.599609375,14833.2998046875,14660.4501953125,14695.150390625,14695.130859375,16799700,,False
2022-03-24,14598.75,14744.7001953125,14595.7001953125,14699.349609375,14699.330078125,16090800,,False
2022-03-25,14763.900390625,14768.2998046875,14590.4501953125,14651.7001953125,14651.6806640625,13966800,,False
2022-03-28,14686.25,14694.849609375,14515.650390625,14675.849609375,14675.830078125,15473700,,False
2022-03-29,14744.0498046875,14773.150390625,14689.599609375,14761.900390625,14761.880859375,17226200,,False
2022-03-30,14880.7001953125,14924.75,14823.5498046875,14896.900390625,14896.880859375,21485900,,False
2022-03-31,14925.5498046875,14963.400390625,14871.0,14894.5,14894.48046875,18152500,,False
2022-04-01,14890.099609375,15111.349609375,14882.599609375,15087.2998046875,15087.2802734375,18543400,,False
2022-04-04,15192.7998046875,15393.349609375,15184.7001953125,15384.2001953125,15384.1796875,19565500,,False
2022-04-05,15433.0498046875,15477.7998046875,15360.2001953125,15390.5,15390.4794921875,18703800,,False
2022-04-06,15318.150390625,15387.400390625,15293.849609375,15327.900390625,15327.8798828125,28404700,,False
2022-04-07,15292.349609375,15361.2001953125,15185.7001953125,15201.25,15201.23046875,33025600,,False
2022-04-08,15271.349609375,15386.099609375,15202.5,15342.400390625,15342.3798828125,23851300,,False
2022-04-11,15337.5,15386.849609375,15294.2998046875,15325.5,15325.4794921875,17506800,,False
2022-04-12,15281.849609375,15283.349609375,15078.4501953125,15164.7001953125,15164.6806640625,17714300,,False
2022-04-13,15239.650390625,15284.7001953125,15126.650390625,15138.5498046875,15138.5302734375,13886300,,False
2022-04-18,14942.599609375,14971.5,14821.25,14926.0498046875,14926.0302734375,16671700,,False
2022-04-19,15012.75,15041.650390625,14617.0498046875,14726.650390625,14726.630859375,18536600,,False
2022-04-20,14807.150390625,14905.25,14747.9501953125,14850.2998046875,14850.2802734375,14619100,,False
2022-04-21,14946.2998046875,15067.4501953125,14929.150390625,15053.9501953125,15053.9306640625,14359400,,False
2022-04-22,14948.099609375,15015.349609375,14875.7998046875,14894.849609375,14894.830078125,14869400,,False
2022-04-25,14758.599609375,14769.099609375,14623.099609375,14673.0,14672.98046875,15260000,,False
2022-04-26,14818.7998046875,14915.349609375,14785.849609375,14898.349609375,14898.330078125,13574900,,False
2022-04-27,14797.349609375,14825.5498046875,14678.9501953125,14756.0,14755.98046875,15429600,,False
2022-04-28,14886.5,14964.599609375,14765.849609375,14913.900390625,14913.880859375,16131500,,False
2022-04-29,14991.4501953125,15011.7001953125,14743.349609375,14783.349609375,14783.330078125,16095600,,False
2022-05-02,14647.25,14751.0498046875,14617.75,14736.2998046875,14736.2802734375,14132500,,False
2022-05-04,14771.4501953125,14798.2998046875,14343.599609375,14393.349609375,14393.3310546875,16213000,,False
2022-05-05,14542.150390625,14606.0498046875,14365.5498046875,14395.5,14395.4814453125,13458000,,False
2022-05-06,14159.099609375,14205.0,14073.4501953125,14145.75,14145.7314453125,15272500,,False
2022-05-09,14002.75,14088.2998046875,13879.5498046875,13991.75,13991.7314453125,14199300,,False
2022-05-10,13953.9501953125,14068.400390625,13823.349609375,13855.9501953125,13855.931640625,13461200,,False
2022-05-11,13888.150390625,13949.099609375,13589.349609375,13771.7998046875,13771.7822265625,17869000,,False
2022-05-12,13656.9501953125,13671.0,13389.75,13465.25,13465.232421875,18293200,,False
2022-05-13,13621.2001953125,13738.5498046875,13435.0498046875,13471.5,13471.482421875,17319000,,False
2022-05-16,13540.25,13646.2998046875,13434.4501953125,13571.2001953125,13571.1826171875,15045600,,False
2022-05-17,13648.4501953125,13944.7001953125,13632.150390625,13926.0498046875,13926.03125,15444600,,False
2022-05-18,13989.349609375,14064.0,13896.599609375,13918.2001953125,13918.181640625,15887800,,False
2022-05-19,13625.75,13680.650390625,13520.9501953125,13550.900390625,13550.8828125,15232100,,False
2022-05-20,13755.0498046875,13906.400390625,13733.5498046875,13895.0498046875,13895.03125,13959800,,False
2022-05-23,13929.75,14005.5,13813.599609375,13835.7998046875,13835.78125,15691000,,False
2022-05-24,13858.0498046875,13883.5498046875,13709.400390625,13747.25,13747.232421875,15712100,,False
2022-05-25,13805.099609375,13821.400390625,13574.5,13587.75,13587.732421875,13674500,,False
2022-05-26,13651.5498046875,13756.849609375,13445.25,13722.5498046875,13722.5322265625,16812400,,False
2022-05-27,13839.2998046875,13885.0498046875,13768.2998046875,13873.150390625,13873.1318359375,12515500,,False
2022-05-30,14022.599609375,14163.0498046875,14009.650390625,14154.7998046875,14154.78125,13958800,,False
2022-05-31,14106.0,14215.4501953125,14067.0498046875,14119.599609375,14119.5810546875,25869900,,False
2022-06-01,14132.099609375,14186.900390625,14009.0498046875,14082.900390625,14082.8818359375,13703100,,False
2022-06-02,14059.25,14179.2998046875,14029.7998046875,14167.9501953125,14167.931640625,12776700,,False
2022-06-03,14280.349609375,14300.0,14064.900390625,14077.900390625,14077.8818359375,12054000,,False
2022-06-06,14042.400390625,14081.2001953125,13932.150390625,14054.099609375,14054.0810546875,11181400,,False
2022-06-07,13978.650390625,13990.2001953125,13883.75,13935.599609375,13935.5810546875,11151200,,False
2022-06-08,13981.650390625,14020.4501953125,13832.4501953125,13886.900390625,13886.8818359375,12313500,,False
2022-06-09,13816.7001953125,13989.0,13790.0,13977.099609375,13977.0810546875,11137600,,False
2022-06-10,13825.0,13860.0498046875,13757.9501953125,13781.75,13781.7314453125,10328000,,False
2022-06-13,13521.2001953125,13527.75,13356.2001953125,13416.900390625,13416.8828125,13059200,,False
2022-06-14,13341.9501953125,13506.5,13324.150390625,13388.2998046875,13388.2822265625,12380200,,False
2022-06-15,13412.2001953125,13448.4501953125,13366.75,13380.849609375,13380.83203125,9733400,,False
2022-06-16,13508.7001953125,13527.7998046875,13064.0498046875,13089.2001953125,13089.1826171875,13847500,,False
2022-06-17,13011.400390625,13111.9501953125,12903.849609375,12994.75,12994.7333984375,16444300,,False
2022-06-20,13026.150390625,13049.400390625,12855.5498046875,12950.75,12950.7333984375,15527100,,False
2022-06-21,13042.7998046875,13275.5,13019.349609375,13241.900390625,13241.8828125,14516100,,False
2022-06-22,13176.099609375,13184.900390625,13028.349609375,13047.75,13047.732421875,12845000,,False
2022-06-23,13081.900390625,13231.900390625,13021.25,13178.7998046875,13178.7822265625,12346900,,False
2022-06-24,13269.2001953125,13337.7001953125,13247.9501953125,13322.5,13322.482421875,11934800,,False
2022-06-27,13506.349609375,13510.7998046875,13432.650390625,13444.5498046875,13444.5322265625,12031200,,False
2022-06-28,13389.849609375,13487.5,13330.75,13464.25,13464.232421875,12423600,,False
2022-06-29,13337.650390625,13462.0498046875,13328.2001953125,13417.849609375,13417.83203125,14134000,,False
2022-06-30,13410.7998046875,13492.150390625,13352.400390625,13387.5498046875,13387.5322265625,12962500,,False
2022-07-01,13335.25,13422.4501953125,13192.900390625,13394.4501953125,13394.4326171875,12922700,,False
2022-07-04,13378.400390625,13483.7001953125,13337.2001953125,13472.650390625,13472.6328125,10897700,,False
2022-07-05,13533.75,13628.4501953125,13439.400390625,13461.849609375,13461.83203125,11431600,,False
2022-07-06,13472.7998046875,13647.2001953125,13443.349609375,13631.2998046875,13631.2822265625,11623700,,False
2022-07-07,13736.9501953125,13777.75,13687.5498046875,13765.599609375,13765.58203125,12224500,,False
2022-07-08,13873.75,13874.7001953125,13770.900390625,13828.25,13828.2314453125,10898100,,False
2022-07-11,13771.400390625,13905.9501953125,13755.75,13886.849609375,13886.8310546875,12512900,,False
2022-07-12,13823.599609375,13866.650390625,13757.2998046875,13779.0,13778.9814453125,12288000,,False
2022-07-13,13842.7998046875,13861.2998046875,13714.2001953125,13726.9501953125,13726.9326171875,11008700,,False
2022-07-14,13771.2001953125,13797.599609375,13617.150390625,13702.650390625,13702.6328125,10796000,,False
2022-07-15,13761.099609375,13804.0498046875,13695.2001953125,13790.2001953125,13790.181640625,10832100,,False
2022-07-18,13883.7998046875,13993.400390625,13877.599609375,13984.400390625,13984.3818359375,11714500,,False
2022-07-19,13922.5498046875,14067.75,13922.349609375,14051.650390625,14051.6318359375,12817300,,False
2022-07-20,14220.2001953125,14230.900390625,14140.0,14164.400390625,14164.3818359375,13558800,,False
2022-07-21,14172.7998046875,14288.599609375,14141.650390625,14271.7998046875,14271.78125,13814800,,False
2022-07-22,14325.0498046875,14359.75,14265.25,14336.599609375,14336.5810546875,12466000,,False
2022-07-25,14307.900390625,14335.099609375,14228.150390625,14279.5,14279.4814453125,13890600,,False
2022-07-26,14284.7001953125,14286.5,14122.5498046875,14141.4501953125,14141.431640625,14923400,,False
2022-07-27,14131.7998046875,14272.2001953125,14099.900390625,14262.5498046875,14262.53125,15076700,,False
2022-07-28,14365.0498046875,14481.4501953125,14330.2998046875,14469.099609375,14469.0810546875,17419500,,False
2022-07-29,14588.150390625,14677.75,14553.650390625,14665.650390625,14665.630859375,19163900,,False
2022-08-01,14741.400390625,14858.2998046875,14666.2001953125,14846.849609375,14846.830078125,21202300,,False
2022-08-02,14831.900390625,14906.0,14765.2998046875,14876.599609375,14876.580078125,32645700,,False
2022-08-03,14880.650390625,14906.7001953125,14750.75,14878.0498046875,14878.0302734375,24019400,,False
2022-08-04,14944.9501953125,14974.7001953125,14688.0,14892.4501953125,14892.4306640625,23193600,,False
