stock_name,prev_close,slope,annualized_return,adjusted_return,prev_sma_100_above,circuit_hitted,circuit_freq,prev_atr_20,no_of_shares,invested_amount,cumulative_invested_amount
JWL,327.25,0.013487034211980104,2812.970817781098,2600.3252533083532,True,False,0,15.212569254742476,131,42869.75,42869.75
IRFC,76.55,0.011627804241924914,1730.091503447566,1428.5779459156863,True,True,1,2.967307280811679,674,51594.7,94464.45
BSE,1297.95,0.01097767304467749,1455.5562025054862,1386.7668976089146,True,False,0,46.63942892161774,42,54513.9,148978.35
HBLPOWER,266.9,0.011163300655774514,1529.445985665581,1380.346319784014,True,False,0,11.543555692167176,173,46173.7,195152.05
MAZDOCK,2192.2,0.011248306165179396,1564.444523585356,1338.5114939128398,True,True,1,91.71710201239748,21,46036.2,241188.25
KALYANKJIL,227.55,0.010132544820920365,1159.293830964302,1043.6498459112042,True,False,0,9.71119196801657,205,46647.75,287836.0
TITAGARH,779.6,0.009989808518262089,1115.1494053166723,1026.9983990241806,True,False,0,35.03499584309419,57,44437.200000000004,332273.2
SUZLON,25.8,0.009616096583592361,1006.7624623783644,918.6360857416856,True,False,0,1.0067649554423215,1986,51238.8,383512.0
COCHINSHIP,542.63,0.009577832909341926,996.2257398581806,906.5851540971985,True,True,1,22.3217280480257,89,48294.07,431806.07
SJVN,73.15,0.009090772613214707,870.5504058594992,828.7316056960956,True,True,1,3.1808673575240287,628,45938.200000000004,477744.27
APARINDS,5477.55,0.008539178278996723,745.530935211449,715.8561603912202,True,False,0,184.0067495417794,10,54775.5,532519.77
RECLTD,287.4,0.008559727439474717,749.8858495821221,712.9919130955886,True,False,0,8.20562694617931,243,69838.2,602357.97
HSCL,243.4,0.00911477511855168,876.3918247416905,709.9158837768683,True,False,0,10.017479052309913,199,48436.6,650794.57
ANANDRATHI,1681.0,0.008630655151160318,765.0903685422337,707.1010798262238,True,False,0,42.548206341865026,47,79007.0,729801.57
GLAND,1675.1,0.008585554340053763,755.3910826800414,702.7008357915616,True,False,0,60.107959066183525,33,55278.299999999996,785079.87
RAILTEL,223.9,0.00838882148988001,714.3380368291387,651.7994488404556,True,False,0,9.99489819162909,200,44780.0,829859.87
J&KBANK,105.35,0.008347054153092863,705.8790943635339,649.4054598985393,True,False,0,4.031944648735981,496,52253.6,882113.47
JYOTHYLAB,360.5,0.00823667551809446,683.9451573247234,628.3083991364581,True,True,1,12.96349840336898,154,55517.0,937630.47
MMTC,58.4,0.008627210530940746,764.3457122766954,615.209366182333,True,True,2,2.468131584715855,810,47304.0,984934.47
RKFORGE,643.75,0.00804377759730753,647.0369028475693,597.023707371124,True,False,0,27.50302954836624,72,46350.0,1031284.47
SAMMAANCAP,185.5,0.007560254683121665,561.9790154830529,495.50458766379205,True,False,0,8.215257175784755,243,45076.5,1076360.97
IRCON,144.85,0.007342209613227891,526.859598233319,450.19031247459657,True,False,0,6.123666175543702,326,47221.1,1123582.07
BEML,2318.2,0.006998984753287283,475.3142275984494,429.941028712932,True,False,0,88.45992867235991,22,51000.399999999994,1174582.47
GRSE,841.1,0.00705166835965163,482.9417551176256,426.7876792119788,True,True,1,37.00387075571055,54,45419.4,1220001.8699999999
MAPMYINDIA,1994.55,0.006667343771861222,429.53863580086124,402.9773955887115,True,False,0,51.62929880858876,38,75792.9,1295794.7699999998
JSL,475.85,0.006269987534934402,379.4631640184088,360.0099967352679,True,False,0,15.898068783294828,125,59481.25,1355276.0199999998
GMDCLTD,317.15,0.0069440956368630015,467.47352438650614,346.16308791307887,True,False,0,10.91286054522125,183,58038.45,1413314.4699999997
CENTRALBK,51.3,0.006548165495535423,413.9939833654477,341.97973999729004,True,False,0,1.7553513881189244,1139,58430.7,1471745.1699999997
JSWENERGY,437.4,0.00617890885323244,368.66929851564845,333.38888340110844,True,False,0,14.741330376547578,135,59049.0,1530794.1699999997
PFC,251.9,0.006036908147472512,352.32331502513244,330.96591775380614,True,False,0,7.190968569527234,278,70028.2,1600822.3699999996
POLYCAB,5343.05,0.006099434684096155,359.4494188260959,320.52245513439743,True,False,0,123.6318659176529,16,85488.8,1686311.1699999997
RTNINDIA,56.9,0.006361295942781589,390.53379302262033,320.502821113298,True,True,1,2.806009119154728,712,40512.799999999996,1726823.9699999997
SUPREMEIND,4121.5,0.006100592564313888,359.58243492553936,320.29461552523327,True,False,0,147.2768347722363,13,53579.5,1780403.4699999997
MAHABANK,47.65,0.006073498752513694,356.47999390660533,318.1482780014788,True,False,0,1.6069802283813925,1244,59276.6,1839680.0699999998
BHEL,131.0,0.006029587522926097,351.4962497945209,309.49215845920975,True,False,0,4.557026874894763,438,57378.0,1897058.0699999998
BSOFT,483.35,0.0058769943836014535,334.59683354466455,303.17016323839397,True,False,0,12.59882458095858,158,76369.3,1973427.3699999999
JBMA,1371.85,0.006797173961494344,447.00813610550966,301.97582348019336,True,False,0,64.60224733537085,30,41155.5,2014582.8699999999
IOB,46.75,0.006331400339879128,386.88125849354043,297.5137527114979,True,True,1,1.6020358174611262,1248,58344.0,2072926.8699999999
ESCORTS,3185.1,0.005731765617800274,319.1008530819067,297.320789711392,True,False,0,78.85297493995711,25,79627.5,2152554.37
INDIANB,423.55,0.005716098099589007,317.4624962377565,294.3230325227759,True,False,0,12.627163303262877,158,66920.90000000001,2219475.27
GPIL,633.55,0.0061097334800230205,360.63388694700683,294.2379975810762,True,False,0,20.56731731586598,97,61454.35,2280929.62
BLS,250.1,0.005874392904259186,334.31427676666215,293.41354797572757,True,False,0,8.905552077479062,224,56022.4,2336952.02
ACE,688.5,0.006404255842444644,395.8305060241438,288.44828561587053,True,False,0,28.483902722086917,70,48195.0,2385147.02
LINDEINDIA,5953.8,0.00577278856114419,323.4211567991391,282.6598579105933,True,False,0,171.57535079147223,11,65491.8,2450638.82
