stock_name,prev_close,slope,annualized_return,adjusted_return,prev_sma_100_above,circuit_hitted,circuit_freq,prev_atr_20,no_of_shares,invested_amount,cumulative_invested_amount
ITI,263.65,0.013549822719228877,2859.0568529821917,2511.9694433936384,True,True,1,13.856011360898952,144,37965.6,37965.6
BSE,2126.05,0.012490937209756577,2170.8386428291165,2089.66639975342,True,False,0,71.9441955981459,27,57403.350000000006,95368.95000000001
GMDCLTD,393.25,0.01136596605577954,1614.1312987574793,1430.6923636590052,True,True,1,18.876157269459405,105,41291.25,136660.2
IRFC,74.8,0.011317647281346377,1593.5496779708278,1280.5110602850962,True,True,1,3.291729786925857,607,45403.6,182063.80000000002
ANANDRATHI,2107.8,0.008871330707369127,818.7397213611639,772.0839756625892,True,False,0,66.30437144536685,30,63234.00000000001,245297.80000000002
SUZLON,38.4,0.008528977622756093,743.3774396593085,702.2609426955028,True,False,0,1.3056219155918392,1531,58790.4,304088.2
HSCL,250.5,0.00896173125883958,839.739773934568,664.1174092430106,True,False,0,10.789968674068229,185,46342.5,350430.7
KALYANKJIL,338.05,0.007872352724917271,615.6980550684823,546.8175721039153,True,False,0,12.554185650302536,159,53749.950000000004,404180.65
RECLTD,330.55,0.00761103397713562,570.4362904744266,514.4802396867342,True,False,0,9.907108198562712,201,66440.55,470621.2
IRCON,153.7,0.007669834158886423,580.364528398579,502.82719687692173,True,False,0,7.339540257693336,272,41806.399999999994,512427.6
MMTC,53.55,0.008454811317515219,727.8839730229492,495.30780079596076,True,True,2,3.6034895268198976,555,29720.25,542147.85
IDEA,13.85,0.007346422012829751,527.5200917356333,466.92926119480643,True,False,0,0.6161340392277485,3246,44957.1,587104.95
HBLPOWER,322.15,0.007285012428217839,517.9597297035565,396.73979402386135,True,False,0,13.339760855121963,149,48000.35,635105.2999999999
NBCC,67.15,0.006456113938453842,402.3005624987285,380.0519925835699,True,False,0,2.8285539348361213,707,47475.05,682580.35
IOB,39.5,0.00704503078211464,481.97522699028923,364.6578213032675,True,True,1,2.0837065801501797,959,37880.5,720460.85
J&KBANK,108.35,0.0067071025573950515,434.8283345129083,358.3369372598936,True,False,0,4.673795148401576,427,46265.45,766726.2999999999
RAILTEL,253.95,0.006657427734368237,428.2275303520057,347.50984738840475,True,False,0,10.981872378892326,182,46218.9,812945.2
COCHINSHIP,529.65,0.007019442249135412,478.264136743287,345.41526009806245,True,True,1,24.231393186320936,82,43431.299999999996,856376.5
MAHSEAMLES,806.8,0.005924652114942671,339.80577751599424,309.6950067609254,True,False,0,24.569348938084957,81,65350.799999999996,921727.3
CENTRALBK,44.4,0.006391749050673553,394.2826149559509,294.89330247398203,True,False,0,2.240195684708333,892,39604.799999999996,961332.1000000001
SOLARINDS,6243.0,0.0055366130664967275,299.14447840484036,279.3034029747036,True,False,0,150.9841413424591,13,81159.0,1042491.1000000001
NMDC,172.35,0.005459346888508644,291.5083753255261,269.04753290776347,True,False,0,4.328539521066948,462,79625.7,1122116.8
MCX,2671.45,0.0056902396064712965,314.77246286081356,263.65409672720585,True,False,0,76.33319463724416,26,69457.7,1191574.5
MAPMYINDIA,2102.7,0.005519837733066909,297.4740381991259,261.51612127807306,True,False,0,76.4260296119348,26,54670.2,1246244.7
WELCORP,529.2,0.00529695459996747,275.9322105255238,247.0525274759486,True,False,0,15.02903864504109,133,70383.6,1316628.3
SJVN,76.5,0.00557515932318592,303.00945241051187,245.75169779335232,True,True,1,3.5362941906936944,565,43222.5,1359850.8
SWANENERGY,449.45,0.005735854702022669,319.5295068162218,244.90442927196116,True,False,0,14.736002265391818,135,60675.75,1420526.55
ANGELONE,2731.95,0.0056505394864083125,310.6761951328832,241.64203229529545,True,False,0,87.90200750095013,22,60102.899999999994,1480629.45
BSOFT,590.35,0.005217512191172838,268.53962404317156,236.9344349365244,True,False,0,14.71060116983079,135,79697.25,1560326.7
JWL,320.9,0.00668058649953075,431.2946750266919,233.15117065972873,True,False,0,16.10259346088162,124,39791.6,1600118.3
ADANIPOWER,399.85,0.005541423080741526,299.62473976168144,224.50741837837552,True,False,0,15.257627973439238,131,52380.350000000006,1652498.6500000001
APARINDS,5168.8,0.005442396513509708,289.85283211845496,215.42296066064574,True,False,0,208.01988781137607,9,46519.200000000004,1699017.85
ZOMATO,123.25,0.004780514423327027,230.39826546172583,209.62261636824468,True,False,0,3.801712147312716,526,64829.5,1763847.35
SAFARI,4225.9,0.004952532376744579,244.9168178138355,208.73635863293217,True,False,0,163.30510377501554,12,50710.799999999996,1814558.1500000001
JYOTHYLAB,419.1,0.005245608301026077,271.1373691197602,204.6437525508881,True,True,1,14.684867981379897,136,56997.600000000006,1871555.7500000002
GAEL,169.8,0.005110664599977217,258.82554954987063,198.27274805296642,True,False,0,7.787121538659377,256,43468.8,1915024.5500000003
COALINDIA,331.8,0.004727147555183947,226.01946063490152,196.59237770263252,True,False,0,6.518884249627743,306,101530.8,2016555.3500000003
VARROC,473.15,0.004968654136962521,246.30978963084615,195.64678704542268,True,False,0,19.4768109007594,102,48261.299999999996,2064816.6500000004
FACT,726.05,0.005335625791432133,279.5842724009188,195.21728100963017,True,True,2,34.06079300203512,58,42110.899999999994,2106927.5500000003
KSB,612.26,0.004696975141829046,223.56951387018694,188.0933662846926,True,False,0,25.007421114482543,79,48368.54,2155296.0900000003
PFC,297.3,0.004420580510660016,201.9662673600939,178.3724321977716,True,False,0,8.419348919864456,237,70460.1,2225756.1900000004
WELSPUNLIV,150.45,0.00445750093332786,204.76635056826927,172.27775377421145,True,False,0,5.524422750659459,362,54462.899999999994,2280219.0900000003
UCOBANK,37.5,0.005070157802669589,255.21016793643568,171.85179938711096,True,False,0,1.8233437422828045,1096,41100.0,2321319.0900000003
PRAJIND,568.3,0.004665751361121073,221.05358037864713,170.77794382071437,True,False,0,18.90221118232423,105,59671.49999999999,2380990.5900000003
GODREJIND,683.6,0.0043896864132885885,199.64300697157555,169.1464692467262,True,True,1,22.179053933765132,90,61524.0,2442514.5900000003
TATAINVEST,3239.6,0.004567887995780034,213.29404327587503,166.07803353588204,True,False,0,110.2803776137672,18,58312.799999999996,2500827.39
SOBHA,808.99,0.004219969365266412,187.1953158437094,159.75840752742545,True,False,0,27.29049040532093,73,59056.270000000004,2559883.66
MAHABANK,43.35,0.004539887575675575,211.10861012379885,153.01535605283635,True,False,0,1.9176022827750783,1042,45170.700000000004,2605054.3600000003
PRESTIGE,872.5,0.004342406407689785,196.12207590786053,150.9341062129292,True,False,0,29.404447492448814,68,59330.0,2664384.3600000003
IRB,35.4,0.004068488656755207,176.52254374679228,150.22626892022654,True,False,0,1.4054225228258572,1423,50374.2,2714758.5600000005
ESCORTS,3172.8,0.004330025287681575,195.20691224270027,148.52883733736329,True,False,0,88.96433113686422,22,69801.6,2784560.1600000006
CHENNPETRO,586.05,0.004729094501978715,226.17818489620194,143.45821884857205,True,False,0,23.485203253158417,85,49814.24999999999,2834374.4100000006
