stock_name,prev_close,slope,annualized_return,adjusted_return,prev_sma_100_above,circuit_hitted,circuit_freq,prev_atr_20,no_of_shares,invested_amount,cumulative_invested_amount
INOXWIND,147.74,0.012957126588117098,2451.5386108999483,2200.673210900605,True,False,0,6.590816203667504,303,44765.22,44765.22
HUDCO,198.7,0.01174248517772328,1783.3200463628355,1534.8046567140377,True,True,1,9.539168828533017,209,41528.299999999996,86293.51999999999
IRFC,155.45,0.01093794992530976,1440.1847678213642,1173.8485018008068,True,False,0,7.7750775012297835,257,39950.649999999994,126244.16999999998
SWSOLAR,586.25,0.010009750986656641,1121.2228022047254,1030.9227653913376,True,False,0,21.795981418484807,91,53348.75,179592.91999999998
ADANIGREEN,1904.75,0.010099657177085717,1148.9824768202316,980.1004720446676,True,True,1,70.73582475691235,28,53333.0,232925.91999999998
HINDPETRO,377.13,0.009270546060228101,915.1652651657747,879.4947618858597,True,False,0,12.074295762248685,165,62226.45,295152.37
HINDCOPPER,258.3,0.009482837907092114,970.4984528410762,835.554625626012,True,False,0,11.613081924578895,172,44427.6,339579.97
SWANENERGY,729.15,0.009028534229672543,855.5659124013974,817.4791596224684,True,False,0,24.22822693173501,82,59790.299999999996,399370.26999999996
SOBHA,1404.42,0.009103193225465564,873.5687972832055,812.6038831414131,True,True,1,64.68964870711746,30,42132.600000000006,441502.87
NBCC,134.6,0.009452550285163066,962.4233502752002,781.7000125296472,True,False,0,6.11547868096695,327,44014.2,485517.07
NLCINDIA,253.65,0.008960717922267315,839.5017359170832,757.6210619887328,True,False,0,13.192348137468949,151,38301.15,523818.22000000003
HBLPOWER,538.35,0.008503535269972315,738.0300872533317,694.318279232593,True,False,0,23.191407924813582,86,46298.1,570116.3200000001
IOC,187.0,0.008315134896931593,699.4739190940209,666.515087121581,True,False,0,4.966447172739762,402,75174.0,645290.3200000001
BHEL,225.85,0.008301890595715556,696.8311783155885,645.5723761772589,True,False,0,8.224713647356218,243,54881.549999999996,700171.8700000001
ATGL,1006.2,0.009352752878641306,936.2445070594484,639.0869583608396,True,True,3,43.20303965660916,46,46285.200000000004,746457.0700000001
MRPL,241.05,0.008366518453330406,709.810119099392,637.626485705993,True,False,0,7.981027591018093,250,60262.5,806719.5700000001
BDL,854.95,0.008374195559582647,711.365861153584,629.7736865233289,True,False,0,33.0577116270796,60,51297.0,858016.5700000001
RAILTEL,378.7,0.008080202496922076,653.8706565220783,606.3725619807825,True,False,0,20.551106590585846,97,36733.9,894750.4700000001
IRB,67.1,0.008201014797803347,676.9872068557194,575.7681829502026,True,False,0,2.51683672146642,794,53277.399999999994,948027.8700000001
ENGINERSIN,217.55,0.008018501358877677,642.3312155471557,560.7400890328895,True,False,0,11.215950549891554,178,38723.9,986751.7700000001
MOTILALOFS,459.64,0.00780773554726146,604.2293418665938,558.1600495117806,True,True,1,17.297767495929005,115,52858.6,1039610.3700000001
COCHINSHIP,839.25,0.007823470659442491,607.0050797794217,557.0394153453609,True,True,1,36.10873585464867,55,46158.75,1085769.12
NIACL,285.85,0.008296473362501002,695.7527536587546,542.3574641839343,True,False,0,12.905905755138548,154,44020.9,1129790.02
NHPC,92.85,0.007811772720319345,604.940474608339,535.0794456569629,True,False,0,3.9938048771569523,500,46425.0,1176215.02
PFC,433.7,0.007751062294881861,594.3219513006115,516.0406045344693,True,False,0,15.671094857679412,127,55079.9,1231294.92
ALOKINDS,29.05,0.007956644792574252,630.9400051852598,486.42928536281255,True,True,1,1.6391480892291674,1220,35441.0,1266735.92
