stock_name,prev_close,slope,annualized_return,adjusted_return,prev_sma_100_above,circuit_hitted,circuit_freq,prev_atr_20,no_of_shares,invested_amount,cumulative_invested_amount
TITAGARH,501.0,0.00974431055029697,1042.812745954547,991.4451858415649,True,False,0,17.356108348685197,115,57615.0,57615.0
RVNL,121.85,0.010091097932072567,1146.3127474383245,915.1366945620533,True,True,1,5.218118451185155,383,46668.549999999996,104283.54999999999
SUZLON,17.8,0.00876937690119678,795.6183837782235,579.3252957560113,True,False,0,0.6469616487430886,3091,55019.8,159303.34999999998
JBMA,1350.0,0.008181900764235937,673.283223772596,565.6746886867271,True,False,0,39.27551749450293,50,67500.0,226803.34999999998
CHENNPETRO,441.75,0.0075974261628660176,568.159372524839,522.1132134719446,True,False,0,12.868619929612,155,68471.25,295274.6
FACT,467.25,0.008196507994107566,676.1122676418056,513.6873263108304,True,True,1,18.231479506725254,109,50930.25,346204.85
CHOLAHLDNG,926.75,0.007375354316343522,532.0754469289424,458.0169214253544,True,False,0,27.948510850357863,71,65799.25,412004.1
SCHNEIDER,279.0,0.007261763942036198,514.3784900259151,444.73982080079315,True,False,0,9.601112289917236,208,58032.0,470036.1
JWL,176.6,0.0072217299164251845,508.26014778142303,441.90166219482245,True,False,0,6.135438104196256,325,57395.0,527431.1
JINDALSAW,285.9,0.00733258178502122,525.3525884843857,429.55960452425353,True,False,0,9.754556309174692,205,58609.49999999999,586040.6
RKFORGE,447.9,0.006754149957258822,441.15604498320613,426.9648063409217,True,False,0,15.459336715791041,129,57779.1,643819.7
ENGINERSIN,121.0,0.00674602945847279,440.05854513932354,397.5686515297812,True,False,0,3.9228153391618923,509,61589.0,705408.7
MAZDOCK,1318.25,0.007349882809297663,528.0632565038281,390.17604669684073,True,True,1,43.74512861581911,45,59321.25,764729.95
IRCON,81.95,0.00689888575270755,461.09578133391784,384.9012052366338,True,False,0,3.4404120212307827,581,47612.950000000004,812342.8999999999
HEG,1580.25,0.006680827797880741,431.3267261255225,374.5174271106758,True,False,0,50.32633776901973,39,61629.75,873972.6499999999
CYIENT,1472.0,0.006288595626899372,381.6988338426959,366.2396091389391,True,False,0,50.8308108235826,39,57408.0,931380.6499999999
HSCL,129.0,0.006468149400054386,403.8141932954229,362.7701992949001,True,False,0,4.210992358152456,474,61146.0,992526.6499999999
OLECTRA,1229.0,0.006702283593346739,434.18439285323285,343.4596953950622,True,True,2,34.12970888020361,58,71282.0,1063808.65
ELECON,320.0,0.006329280846707218,386.6233414555211,342.89878322816696,True,False,0,9.943554215382699,201,64320.0,1128128.65
GLENMARK,689.8,0.00610304625456845,359.86443964614995,339.49081220139595,True,False,0,15.627477966430444,127,87604.59999999999,1215733.25
TANLA,1019.0,0.006835882060391413,452.3272424158107,339.01316997673905,True,False,0,35.09013035180764,56,57064.0,1272797.25
GLS,600.0,0.0061747991615704306,368.18802421701815,335.338095171117,True,False,0,17.462309858857516,114,68400.0,1341197.25
CHOLAFIN,1175.15,0.006063997339705878,355.39697947156856,329.99383582660215,True,False,0,22.893196062771743,87,102238.05,1443435.3
UJJIVANSFB,41.8,0.006160218630779385,366.48452337075577,319.43806061431235,True,False,0,1.21624513237177,1644,68719.2,1512154.5
SAFARI,2974.2,0.005733939635435532,319.32869815507667,301.62318550010286,True,False,0,97.68348574034908,20,59484.0,1571638.5
CEATLTD,2407.9,0.006065703430132324,355.5912580074459,299.9229104890627,True,True,1,67.3580668874325,29,69829.1,1641467.6
AUROPHARMA,746.35,0.0056591296908675565,311.5590909461879,292.64996191742466,True,False,0,16.851002004699346,118,88069.3,1729536.9000000001
INOXWIND,42.74,0.006051941061871625,354.0264478205711,264.30976392435986,True,False,0,1.6784962184347203,1191,50903.340000000004,1780440.2400000002
