stock_name,prev_close,slope,annualized_return,adjusted_return,prev_sma_100_above,circuit_hitted,circuit_freq,prev_atr_20,no_of_shares,invested_amount,cumulative_invested_amount
INOXWIND,110.01,0.012308676961596937,2069.6896684729304,1784.9739605183352,True,False,0,4.968231042604029,402,44224.020000000004,44224.020000000004
PRESTIGE,1380.55,0.00985972801943299,1076.268231953677,1025.874615397,True,False,0,50.62221539044159,39,53841.45,98065.47
ANGELONE,3795.4,0.009179374146521608,892.2883323058047,854.6697758222058,True,False,0,125.01030017044454,15,56931.0,154996.47
BSE,2237.1,0.009161392767556582,887.8376653055872,745.819470693451,True,False,0,98.68228451793046,20,44742.0,199738.47
SWANENERGY,562.15,0.008454273741191513,727.7727177934647,678.1969587883697,True,False,0,20.347977875199046,98,55090.7,254829.16999999998
MCX,3059.8,0.0082888384101566,694.2353187243438,635.6249405226396,True,False,0,104.58343930973635,19,58136.200000000004,312965.37
ANANDRATHI,2815.15,0.008172080896451692,671.3871673484861,628.9604095141067,True,False,0,95.37071395496783,20,56303.0,369268.37
PFC,401.8,0.008287145045587642,693.8991573977999,624.9260238624495,True,False,0,12.652955244617566,158,63484.4,432752.77
HBLPOWER,461.1,0.007646910934515281,576.4766422153646,515.6182444390859,True,False,0,18.38993552823658,108,49798.8,482551.57
SOBHA,1312.49,0.007523108940059462,555.860045562035,506.0350526167758,True,True,1,41.8160128575728,47,61687.03,544238.6
MAHSEAMLES,952.5,0.007485222288676848,549.6772870609815,478.9778495522815,True,False,0,40.808924576873984,49,46672.5,590911.1
RECLTD,428.55,0.007200731022926457,505.07531731956624,467.7306766401847,True,False,0,13.887836172626974,144,61711.200000000004,652622.2999999999
NLCINDIA,232.45,0.0075788404582311205,565.0620207188272,457.98178188466414,True,False,0,9.558772855699122,209,48582.049999999996,701204.35
NIACL,215.0,0.007699165990132392,585.3719499488752,436.2118291205009,True,False,0,9.720874286107033,205,44075.0,745279.35
ITI,305.95,0.007721813424809957,589.26343518954,414.4149529586953,True,True,1,14.425817377635099,138,42221.1,787500.45
HINDPETRO,300.53,0.007047183343125796,482.28849556971545,411.73006435734777,True,False,0,9.186348241974192,217,65215.009999999995,852715.46
SUZLON,44.9,0.007037508425751698,480.8817991937892,401.9908117904662,True,False,0,1.7156515531269112,1165,52308.5,905023.96
TATAINVEST,4424.75,0.006685310953208688,431.92256502872544,365.345063356033,True,True,1,145.34035155934987,13,57521.75,962545.71
PCBL,266.25,0.00630491966417261,383.668667994076,335.3640833902149,True,False,0,9.494738559078021,210,55912.5,1018458.21
TRENT,3212.15,0.005974379838183108,345.30754042057055,309.3638403180337,True,False,0,63.64125281625176,31,99576.65000000001,1118034.8599999999
BRIGADE,971.75,0.006005170437926478,348.7485889828742,304.9301771161451,True,False,0,31.95917042512669,62,60248.5,1178283.3599999999
FACT,809.8,0.006135516675869462,363.61263025395704,304.60388808217135,True,True,2,35.371729206807125,56,45348.799999999996,1223632.16
ADANIGREEN,1710.7,0.0070370207385471025,480.81098135578503,287.84264932789614,True,True,1,64.51123683884138,31,53031.700000000004,1276663.8599999999
MOTILALOFS,389.3,0.005684991005540003,314.2285759857793,286.3868271160778,True,False,0,11.934707066042845,167,65013.1,1341676.96
KALYANKJIL,389.4,0.005921967734395168,339.51072501274774,278.5434732781836,True,False,0,13.646081471675283,146,56852.399999999994,1398529.3599999999
CDSL,926.45,0.005809334125002968,327.30742422631397,275.4029233187741,True,False,0,29.524583270966403,67,62072.15,1460601.5099999998
CHENNPETRO,833.65,0.005549399581967747,300.42243665780387,274.3566905707765,True,False,0,26.34168173594203,75,62523.75,1523125.2599999998
WELCORP,530.35,0.005661139808983698,311.76596351778085,271.81851900770795,True,False,0,19.158065275490625,104,55156.4,1578281.6599999997
ATGL,1058.5,0.007346933196415743,527.6002913527773,264.2881747034293,True,True,3,44.20610667157862,45,47632.5,1625914.1599999997
SOLARINDS,7309.5,0.005544215152988321,299.9037824250164,262.6877366915332,True,False,0,253.22219752610553,7,51166.5,1677080.6599999997
RAILTEL,355.5,0.005695062315254867,315.2728461505043,259.5810298133627,True,False,0,13.686130432919649,146,51903.0,1728983.6599999997
ECLERX,2709.05,0.005511088904720342,296.6056302062799,257.04247144473527,True,False,0,100.98590679452136,19,51471.950000000004,1780455.6099999996
GMDCLTD,467.7,0.00579090787288823,325.3435325123552,247.25818510941224,True,True,1,21.039901402519313,95,44431.5,1824887.1099999996
BSOFT,786.7,0.005176933808404131,264.81983832288284,245.272913687754,True,False,0,17.533118397168586,114,89683.8,1914570.9099999997
NMDC,211.35,0.0051017427867798126,258.0260978202772,240.42670943923247,True,False,0,5.743934458278333,348,73549.8,1988120.7099999997
ALKEM,5048.7,0.005262887429776463,272.7440695154099,240.32339583983895,True,False,0,101.80115785019174,19,95925.3,2084046.0099999998
MRPL,159.3,0.005147643640814424,262.15818669259045,240.14525627969368,True,False,0,4.989826189499497,400,63720.00000000001,2147766.01
NBCC,91.4,0.005177691143931959,264.8889176184146,237.69539559651858,True,False,0,3.2406673759630986,617,56393.8,2204159.8099999996
HAL,3001.95,0.005657928466917259,311.4355158430431,236.25979658294733,True,False,0,68.95256229748594,29,87056.54999999999,2291216.3599999994
ADANIPOWER,541.15,0.005778200460726516,323.9944227142836,231.3952477814898,True,False,0,21.298955268232927,93,50326.95,2341543.3099999996
BHEL,196.45,0.005759261251079842,321.99163803555325,231.20800790380486,True,False,0,6.422381263355467,311,61095.95,2402639.26
BDL,863.3,0.006053057174515075,354.1531516614401,228.16589919869728,True,False,0,26.30596034837862,76,65610.8,2468250.0599999996
NAM-INDIA,514.6,0.004905988824760964,240.9266638661693,227.97971417969575,True,False,0,14.426702319513435,138,71014.8,2539264.8599999994
IOC,135.3,0.005126915842651335,260.2863552999118,217.31531161623306,True,False,0,3.188820399984029,627,84833.1,2624097.9599999995
CESC,140.7,0.005443552769395801,289.9655408156542,211.2511105477395,True,False,0,4.2656837816113296,468,65847.59999999999,2689945.5599999996
DLF,800.55,0.004735784705072991,226.72419095581776,210.1109449494599,True,False,0,15.290058093230494,130,104071.5,2794017.0599999996
GICRE,305.45,0.005271467349873155,273.5444561985117,209.73744879875795,True,False,0,12.091089966875911,165,50399.25,2844416.3099999996
PRSMJOHNSN,186.6,0.005063920183261695,254.6566831426882,207.08042732645941,True,False,0,6.056622947766887,330,61578.0,2905994.3099999996
BAJAJ-AUTO,7301.95,0.00457545587015104,213.88734684492889,202.2742620407221,True,False,0,121.47662334529716,16,116831.2,3022825.51
JYOTHYLAB,505.55,0.00465716457412315,220.36511492891015,193.29203345745458,True,False,0,17.045385541022746,117,59149.35,3081974.86
SONATSOFTW,755.5,0.004718901644223736,225.34807103909307,189.39263611026587,True,False,0,24.088818026677338,83,62706.5,3144681.36
RADICO,1656.15,0.004669978136220814,221.39301500609415,188.99125236525225,True,False,0,55.7335187481095,35,57965.25,3202646.61
GSFC,287.2,0.0051861239924957244,265.65899231982957,188.35298256531757,True,False,0,9.511900414656647,210,60312.0,3262958.61
TVSMOTOR,2085.8,0.004380672505433224,198.96852860414248,185.92123452385366,True,False,0,39.23712806079992,50,104290.00000000001,3367248.61
HINDCOPPER,262.5,0.00577751008598746,323.9212502692995,180.15525444601678,True,False,0,8.653973847140879,231,60637.5,3427886.11
VIJAYA,668.85,0.0043512205652478375,196.77531201765487,176.74223803661175,True,False,0,25.6055345833493,78,52170.3,3480056.4099999997
COALINDIA,381.1,0.004188437818038627,184.9402874215984,175.96712936561238,True,False,0,8.951770363046892,223,84985.3,3565041.7099999995
IRB,46.05,0.004330108957897459,195.2130873137981,175.02757563917976,True,False,0,1.5872152784341174,1260,58023.0,3623064.7099999995
HEROMOTOCO,4383.15,0.0043573696742270004,197.23188880427816,172.25526356031153,True,False,0,84.49646521886929,23,100812.45,3723877.1599999997
TORNTPOWER,1013.55,0.0044515513390631966,204.3133784939399,170.0560791836477,True,False,0,33.964304310622296,58,58785.899999999994,3782663.0599999996
JKLAKSHMI,869.0,0.004373907316552258,198.4633113194947,167.64153910163623,True,False,0,25.97435980083746,76,66044.0,3848707.0599999996
SUVENPHAR,718.2,0.004152344449233582,182.38073890897928,164.8755978056296,True,False,0,22.504472514414502,88,63201.600000000006,3911908.6599999997
HUDCO,126.65,0.005266872497518314,273.1156071518615,164.37276025921122,True,True,1,4.874587364708281,410,51926.5,3963835.1599999997
IDEA,15.85,0.004535513478201663,210.76859122075408,164.2084556952758,True,True,1,0.7284408351237612,2745,43508.25,4007343.4099999997
KPITTECH,1550.3,0.0043762475057791995,198.63797756497013,163.31728218781822,True,False,0,48.96439362265961,40,62012.0,4069355.4099999997
NETWORK18,124.2,0.004739142018724256,226.99853496870128,162.33445886552337,True,True,1,4.332169114181026,461,57256.200000000004,4126611.61
RTNINDIA,84.2,0.004995956824343487,248.68167224908032,157.85599169311158,True,False,0,3.809570692091437,524,44120.8,4170732.4099999997
VBL,1265.05,0.0041839978147577795,184.62417894163266,154.904214538619,True,False,0,34.03276748417013,58,73372.9,4244105.31
TITAGARH,1048.7,0.004404512125659141,200.75567296484803,151.59711098788182,True,False,0,41.98001734239583,47,49288.9,4293394.21
LODHA,1208.05,0.004090297613797347,178.03432837691892,146.64220528484518,True,False,0,37.31942065326617,53,64026.649999999994,4357420.86
BPCL,229.13,0.004142668970451755,181.69852212644275,146.39883386592217,True,False,0,5.120039067955802,390,89360.7,4446781.5600000005
CHAMBLFERT,383.75,0.003992409224532699,171.31282532055317,144.1634894975329,True,False,0,10.062455786775747,198,75982.5,4522764.0600000005
OBEROIRLTY,1540.8,0.004043211611825588,174.78063514060364,142.1950746400135,True,False,0,37.987694017688476,52,80121.59999999999,4602885.66
CAPLIPOINT,1442.15,0.004068938644692246,176.55365344887852,139.4761300851673,True,False,0,47.84882771503049,41,59128.15,4662013.8100000005
PHOENIXLTD,2501.65,0.003967532928850586,169.63074671136812,138.4140857413047,True,False,0,88.63910180423741,22,55036.3,4717050.11
SJVN,94.15,0.004075044485467762,176.9761239525106,138.30739144658895,True,True,1,3.7497892205855043,533,50181.950000000004,4767232.0600000005
RATNAMANI,3332.75,0.004234085647906363,188.21063892622382,128.78478907610454,True,False,0,120.61472408237871,16,53324.0,4820556.0600000005
GODREJPROP,2273.8,0.0036319900197608465,147.93526675115075,124.75605842482724,True,False,0,53.887059816921465,37,84130.6,4904686.66
KARURVYSYA,169.0,0.0033931352518290487,133.5635023822531,123.9794692211538,True,False,0,4.830979994748589,413,69797.0,4974483.66
NTPC,312.65,0.003765179476119553,156.3298406053872,122.84323968372942,True,False,0,6.908547345392367,289,90355.84999999999,5064839.51
ZOMATO,139.55,0.003489013006442571,139.2295228146743,121.16560878565532,True,False,0,4.193347933048934,476,66425.8,5131265.31
LTF,167.15,0.0033626639836367915,131.79101815388665,118.44120758911214,True,False,0,4.450661763945135,449,75050.35,5206315.659999999
360ONE,669.7,0.003722122186003693,153.58542093630066,118.32833455867818,True,False,0,22.05028883908832,90,60273.00000000001,5266588.659999999
IRCON,195.05,0.0036359645399719094,148.18174511720468,114.00200096830264,True,False,0,7.472461201618016,267,52078.350000000006,5318667.009999999
UNIONBANK,131.2,0.0034640654745032883,137.7421194761545,113.46088336668434,True,False,0,3.7767565144353528,529,69404.79999999999,5388071.809999999
GODREJIND,831.65,0.0036966259601272354,151.97419362559663,111.47184059835769,True,True,1,23.342555285634283,85,70690.25,5458762.059999999
SHYAMMETL,683.2,0.004124641377169941,180.43179218586735,110.15558899863467,True,False,0,18.250264960991704,109,74468.8,5533230.8599999985
CANBK,92.45,0.003173375975183023,121.0776903492373,106.58548874484238,True,False,0,2.092501410132466,955,88289.75,5621520.6099999985
HSCL,370.65,0.003963758803497836,169.3764616339336,105.11314459977729,True,False,0,11.957271479598838,167,61898.549999999996,5683419.159999998
