stock_name,prev_close,slope,annualized_return,adjusted_return,prev_sma_100_above,circuit_hitted,circuit_freq,prev_atr_20,no_of_shares,invested_amount,cumulative_invested_amount
HUDCO,183.15,0.011717586049622863,1771.633201358754,1535.1760274786218,True,True,1,11.959245853296563,167,30586.05,30586.05
OFSS,8378.95,0.010688203950337425,1346.9615782336498,1202.423917752196,True,True,1,278.1457987972413,7,58652.65000000001,89238.70000000001
MRPL,221.45,0.009612331115107021,1005.7210828222644,869.3242909957293,True,True,1,13.388436646052043,149,32996.049999999996,122234.75
OIL,387.83,0.009118322725792095,877.2581725443798,809.7016841163609,True,False,0,18.054978891036455,110,42661.299999999996,164896.05
SCHNEIDER,650.2,0.008389713493581913,714.5196552147871,663.296936913061,True,False,0,27.951323825372313,71,46164.200000000004,211060.25
EIHOTEL,421.75,0.008453922153172805,727.6999622485524,660.5900909442018,True,True,1,18.009989749434386,111,46814.25,257874.5
IRFC,140.95,0.009396043152727863,947.5202403820826,659.5047262407646,True,False,0,8.547830044320287,233,32841.35,290715.85
TATAINVEST,5961.55,0.008865062094153348,817.3010429806393,640.6721935782593,True,True,2,309.8975113252241,6,35769.3,326485.14999999997
NBCC,115.05,0.008809635893838538,804.6780725235099,573.7309387364907,True,False,0,7.141412122097217,280,32214.0,358699.14999999997
IRB,59.4,0.0074449832692879345,543.1744561056662,403.0646300560443,True,False,0,3.1051931348099027,644,38253.6,396952.74999999994
ANANDRATHI,3635.6,0.006472017741258586,404.3016602692977,364.52479885288847,True,False,0,122.96799764451701,16,58169.6,455122.3499999999
IOC,165.15,0.006674074953483348,430.43049117883754,360.0923067543273,True,False,0,6.281153324523295,318,52517.700000000004,507640.04999999993
KPIL,1064.9,0.006427289662159787,398.69396026887654,358.4534336906958,True,False,0,40.12685585857901,49,52180.100000000006,559820.1499999999
NATIONALUM,148.75,0.006748207535222892,440.35269745806823,347.75792019422266,True,False,0,7.321025426738533,273,40608.75,600428.8999999999
PNB,122.75,0.006330075831211394,386.7200655709199,344.0988848171639,True,False,0,4.170632379887439,479,58797.25,659226.1499999999
NHPC,85.05,0.006740573260210592,439.3223807119669,343.0329115888903,True,False,0,4.903043206146558,407,34615.35,693841.4999999999
ADANIGREEN,1851.75,0.007055314332525891,483.4733448076476,339.1059377210991,True,True,1,78.31921799800783,25,46293.75,740135.2499999999
ACE,1393.2,0.00645546419935377,402.2189780461266,334.89167723209505,True,False,0,64.67975443393065,30,41796.0,781931.2499999999
OLECTRA,1785.65,0.006649751824703474,427.214845620981,330.4166397286662,True,False,0,91.4705399707585,21,37498.65,819429.8999999999
IOB,59.55,0.006829029260476943,451.3818054884088,325.96041566044244,True,False,0,3.444186227459729,580,34539.0,853968.8999999999
ZYDUSLIFE,999.75,0.005945682416445318,342.1241787861825,321.89077931904103,True,False,0,22.353000450214473,89,88977.75,942946.6499999999
SOBHA,1437.66,0.006575277869494545,417.4897164571724,311.66266243318523,True,True,1,81.28226274684069,24,34503.840000000004,977450.4899999999
SWSOLAR,516.4,0.006714858364773167,435.8663469014265,309.8213158420812,True,False,0,24.729176565357,80,41312.0,1018762.4899999999
INOXWIND,120.23,0.007293145775891818,519.2175283669638,308.2705005683436,True,False,0,8.015648862187787,249,29937.27,1048699.7599999998
JBMA,1869.85,0.006559945845167813,415.5099718372194,306.3273829218821,True,True,1,101.53549578139219,19,35527.15,1084226.9099999997
CUMMINSIND,2930.8,0.005673367634330204,313.02664002391936,284.8997374750626,True,False,0,75.07955555286058,26,76200.8,1160427.7099999997
RITES,654.75,0.0063651618918511114,391.008116864859,278.6488987131042,True,True,1,39.79252835115582,50,32737.5,1193165.2099999997
INTELLECT,1097.45,0.0054731561521326605,292.86232169753544,270.17360055711237,True,False,0,41.365672724310436,48,52677.600000000006,1245842.8099999998
COCHINSHIP,902.45,0.005881114844659085,335.0447490394482,267.1481341154609,True,True,1,38.65505581385235,51,46024.950000000004,1291867.7599999998
HINDPETRO,315.63,0.005830668081509013,329.5925521626944,259.81813127648763,True,False,0,14.42562330576954,138,43556.94,1335424.6999999997
TRENT,3948.6,0.00540648608518584,286.3685502311511,259.0289875846485,True,False,0,117.74036270667679,16,63177.6,1398602.2999999998
BHEL,239.1,0.005604916715776014,306.01875979752845,254.26118218133075,True,False,0,10.302122605099637,194,46385.4,1444987.6999999997
BAJAJ-AUTO,8945.25,0.005141288798975187,261.5832789951467,252.462030927737,True,False,0,194.83125415829795,10,89452.5,1534440.1999999997
NCC,236.8,0.0055129014771466605,296.7853900390128,251.6458491331179,True,False,0,11.146614251072446,179,42387.200000000004,1576827.3999999997
BPCL,296.4,0.005573709477506978,302.86340350237555,247.20603964800202,True,False,0,10.414914641843295,192,56908.799999999996,1633736.1999999997
SWANENERGY,665.35,0.006035343845941084,352.14645709618014,243.6165724575807,True,True,1,33.39752554561193,59,39255.65,1672991.8499999996
GODFRYPHLP,3128.3,0.00541351772257799,287.04834845414666,241.57792393853617,True,False,0,125.51031622796879,15,46924.5,1719916.3499999996
