Date,open,high,low,close,volume,circuit_hit_90d,circuit_freq_90d,sma_100,sma_100_above
2020-09-17 00:00:00+05:30,350.0,394.95,350.0,370.95,52002289,False,0,,False
2020-09-18 00:00:00+05:30,376.0,380.95,357.0,358.7,10745573,False,0,,False
2020-09-21 00:00:00+05:30,354.0,374.5,330.3,349.4,12520549,False,0,,False
2020-09-22 00:00:00+05:30,350.0,358.6,335.0,353.95,4965436,False,0,,False
2020-09-23 00:00:00+05:30,358.2,362.25,343.1,352.3,3317622,False,0,,False
2020-09-24 00:00:00+05:30,344.0,349.0,335.0,337.3,2954084,False,0,,False
2020-09-25 00:00:00+05:30,342.9,386.0,340.2,363.4,15144259,False,0,,False
2020-09-28 00:00:00+05:30,368.7,376.4,365.05,367.1,2649652,False,0,,False
2020-09-29 00:00:00+05:30,368.45,370.45,348.05,351.45,2498180,False,0,,False
2020-09-30 00:00:00+05:30,350.0,365.0,344.1,348.85,3896338,False,0,,False
2020-10-01 00:00:00+05:30,352.9,354.6,340.0,342.8,2173939,False,0,,False
2020-10-05 00:00:00+05:30,345.0,350.7,339.0,345.5,1631914,False,0,,False
2020-10-06 00:00:00+05:30,347.0,352.85,343.35,350.05,1636249,False,0,,False
2020-10-07 00:00:00+05:30,350.0,351.7,343.1,345.2,734115,False,0,,False
2020-10-08 00:00:00+05:30,350.15,360.8,348.0,357.3,2661344,False,0,,False
2020-10-09 00:00:00+05:30,355.0,359.3,350.0,350.75,930927,False,0,,False
2020-10-12 00:00:00+05:30,352.0,352.0,342.0,344.25,697025,False,0,,False
2020-10-13 00:00:00+05:30,342.95,355.0,342.5,348.3,1134594,False,0,,False
2020-10-14 00:00:00+05:30,349.15,365.8,347.3,354.15,2421665,False,0,,False
2020-10-15 00:00:00+05:30,350.0,355.8,339.1,340.6,3074252,False,0,,False
2020-10-16 00:00:00+05:30,343.6,344.5,323.1,325.45,2800010,False,0,,False
2020-10-19 00:00:00+05:30,329.0,330.7,321.65,324.3,2021570,False,0,,False
2020-10-20 00:00:00+05:30,326.4,329.7,323.0,324.4,893854,False,0,,False
2020-10-21 00:00:00+05:30,325.55,327.5,317.45,319.3,933368,False,0,,False
2020-10-22 00:00:00+05:30,320.25,324.4,318.0,320.2,1048553,False,0,,False
2020-10-23 00:00:00+05:30,322.45,323.65,319.0,319.85,553293,False,0,,False
2020-10-26 00:00:00+05:30,321.4,323.05,315.1,317.2,649362,False,0,,False
2020-10-27 00:00:00+05:30,314.2,315.7,307.0,308.8,707501,False,0,,False
2020-10-28 00:00:00+05:30,309.95,329.05,309.0,320.2,2039361,False,0,,False
2020-10-29 00:00:00+05:30,318.0,335.6,312.65,332.15,2498734,False,0,,False
2020-10-30 00:00:00+05:30,337.5,344.0,322.65,338.95,2554683,False,0,,False
2020-11-02 00:00:00+05:30,339.8,344.9,335.25,340.55,1406309,False,0,,False
2020-11-03 00:00:00+05:30,343.7,346.0,335.15,339.3,1142400,False,0,,False
2020-11-04 00:00:00+05:30,338.9,353.0,337.8,349.85,2053118,False,0,,False
2020-11-05 00:00:00+05:30,337.25,340.9,326.0,330.3,2816514,False,0,,False
