Date,open,high,low,close,volume,circuit_hit_90d,circuit_freq_90d,sma_100,sma_100_above
2008-03-31 00:00:00+05:30,22.5,23.55,22.1,22.4,27964,False,0,,False
2008-04-01 00:00:00+05:30,22.5,23.05,22.05,23.0,12226,False,0,,False
2008-04-02 00:00:00+05:30,23.4,23.8,22.8,23.0,12292,False,0,,False
2008-04-03 00:00:00+05:30,22.8,23.7,22.7,22.95,13167,False,0,,False
2008-04-04 00:00:00+05:30,22.2,23.4,22.0,22.25,14271,False,0,,False
2008-04-07 00:00:00+05:30,22.1,23.4,22.1,22.6,10320,False,0,,False
2008-04-08 00:00:00+05:30,22.5,23.0,22.3,22.95,8449,False,0,,False
2008-04-09 00:00:00+05:30,23.0,23.4,22.45,22.95,10125,False,0,,False
2008-04-10 00:00:00+05:30,23.5,24.1,22.75,23.55,20559,False,0,,False
2008-04-11 00:00:00+05:30,24.4,24.75,23.9,24.75,12803,False,0,,False
2008-04-15 00:00:00+05:30,25.45,26.0,24.7,26.0,22385,False,0,,False
2008-04-16 00:00:00+05:30,27.15,27.3,27.15,27.3,6616,False,0,,False
2008-04-17 00:00:00+05:30,28.7,28.7,28.7,28.7,3645,False,0,,False
2008-04-21 00:00:00+05:30,30.15,30.15,30.15,30.15,6184,False,0,,False
2008-04-22 00:00:00+05:30,31.7,31.7,30.3,31.7,48106,False,0,,False
2008-04-23 00:00:00+05:30,33.3,33.3,32.65,33.3,18150,False,0,,False
2008-04-24 00:00:00+05:30,35.0,35.0,35.0,35.0,8787,False,0,,False
2008-04-25 00:00:00+05:30,36.75,36.75,36.75,36.75,44497,False,0,,False
2008-04-28 00:00:00+05:30,38.6,38.6,37.1,38.55,77286,False,0,,False
2008-04-29 00:00:00+05:30,39.9,39.9,36.65,36.65,61748,False,0,,False
2008-04-30 00:00:00+05:30,35.05,35.05,34.85,34.85,5332,False,0,,False
2008-05-02 00:00:00+05:30,33.15,36.6,33.15,35.0,59347,False,0,,False
2008-05-05 00:00:00+05:30,36.75,36.75,36.75,36.75,6337,False,0,,False
