Date,open,high,low,close,volume,circuit_hit_90d,circuit_freq_90d,sma_100,sma_100_above
2008-03-31 00:00:00+05:30,389.0,399.95,371.15,383.15,1733436,False,0,,False
2008-04-01 00:00:00+05:30,381.0,390.0,356.1,372.3,734585,False,0,,False
2008-04-02 00:00:00+05:30,385.0,400.7,371.1,376.0,1185735,False,0,,False
2008-04-03 00:00:00+05:30,376.0,385.9,374.25,382.45,625189,False,0,,False
2008-04-04 00:00:00+05:30,382.45,392.4,365.9,373.9,577859,False,0,,False
2008-04-07 00:00:00+05:30,379.0,385.7,371.1,381.9,346317,False,0,,False
2008-04-08 00:00:00+05:30,380.0,388.9,375.2,376.35,350509,False,0,,False
2008-04-09 00:00:00+05:30,378.0,386.9,374.3,384.7,206528,False,0,,False
2008-04-10 00:00:00+05:30,384.7,391.9,381.5,388.5,543840,False,0,,False
2008-04-11 00:00:00+05:30,390.0,402.0,389.25,390.6,754932,False,0,,False
2008-04-15 00:00:00+05:30,387.25,399.85,382.05,395.6,372758,False,0,,False
2008-04-16 00:00:00+05:30,399.0,413.3,397.4,404.55,562473,False,0,,False
2008-04-17 00:00:00+05:30,408.0,415.0,401.35,403.2,376598,False,0,,False
2008-04-21 00:00:00+05:30,406.0,413.5,405.0,411.9,258735,False,0,,False
2008-04-22 00:00:00+05:30,412.0,420.9,406.0,408.25,544939,False,0,,False
2008-04-23 00:00:00+05:30,409.0,443.0,406.5,438.85,1628358,False,0,,False
2008-04-24 00:00:00+05:30,449.0,454.45,420.0,422.25,1255130,False,0,,False
2008-04-25 00:00:00+05:30,426.25,453.8,418.1,451.1,1857644,False,0,,False
2008-04-28 00:00:00+05:30,453.7,457.0,431.25,435.7,1957786,False,0,,False
2008-04-29 00:00:00+05:30,438.15,442.8,397.05,413.5,3136714,False,0,,False
2008-04-30 00:00:00+05:30,419.75,424.5,400.3,401.95,1898892,False,0,,False
2008-05-02 00:00:00+05:30,408.75,413.85,402.0,403.1,783464,False,0,,False
2008-05-05 00:00:00+05:30,402.0,417.0,402.0,409.95,1376968,False,0,,False
2008-05-06 00:00:00+05:30,407.0,413.9,392.0,395.45,1123345,False,0,,False
2008-05-07 00:00:00+05:30,395.0,409.5,387.25,400.3,1328728,False,0,,False
2008-05-08 00:00:00+05:30,405.0,414.6,402.05,409.45,1563509,False,0,,False
2008-05-09 00:00:00+05:30,409.0,412.9,383.05,388.7,1016066,False,0,,False
2008-05-12 00:00:00+05:30,386.0,386.0,363.0,381.35,1190656,False,0,,False
2008-05-13 00:00:00+05:30,385.0,391.4,377.0,379.3,1047865,False,0,,False
2008-05-14 00:00:00+05:30,379.3,385.9,376.0,380.45,592923,False,0,,False
2008-05-15 00:00:00+05:30,382.0,387.0,381.0,384.8,325340,False,0,,False
2008-05-16 00:00:00+05:30,384.2,387.9,379.85,380.6,499605,False,0,,False
2008-05-20 00:00:00+05:30,380.0,382.45,369.25,374.7,954537,False,0,,False
2008-05-21 00:00:00+05:30,367.0,388.75,365.05,381.5,914122,False,0,,False
2008-05-22 00:00:00+05:30,390.1,390.1,374.0,376.1,875924,False,0,,False
2008-05-23 00:00:00+05:30,378.0,383.0,374.75,377.0,673164,False,0,,False
2008-05-26 00:00:00+05:30,376.0,376.0,355.55,357.55,331909,False,0,,False
2008-05-27 00:00:00+05:30,359.0,363.5,338.8,341.0,820795,False,0,,False
2008-05-28 00:00:00+05:30,342.5,361.95,336.0,359.35,990827,False,0,,False
2008-05-29 00:00:00+05:30,363.4,381.9,361.0,376.9,2263645,False,0,,False
2008-05-30 00:00:00+05:30,380.0,393.9,378.95,390.1,965044,False,0,,False
2008-06-02 00:00:00+05:30,387.0,401.95,377.1,380.0,861668,False,0,,False
2008-06-03 00:00:00+05:30,375.0,389.5,370.5,387.05,833453,False,0,,False
2008-06-04 00:00:00+05:30,385.0,393.0,377.0,379.9,402504,False,0,,False
2008-06-05 00:00:00+05:30,383.0,388.0,366.05,384.9,550910,False,0,,False
2008-06-06 00:00:00+05:30,390.0,399.4,369.0,374.05,433948,False,0,,False
2008-06-09 00:00:00+05:30,385.9,385.9,347.0,355.85,386140,False,0,,False
2008-06-10 00:00:00+05:30,365.55,365.55,325.1,339.7,1323181,False,0,,False
2008-06-11 00:00:00+05:30,344.55,351.5,334.1,339.0,464458,False,0,,False
2008-06-12 00:00:00+05:30,342.0,342.95,325.0,340.85,554472,False,0,,False
2008-06-13 00:00:00+05:30,340.0,354.9,339.3,340.35,325602,False,0,,False
2008-06-16 00:00:00+05:30,349.8,381.9,349.8,372.8,2092404,False,0,,False
2008-06-17 00:00:00+05:30,375.0,380.9,370.5,377.2,551624,False,0,,False
2008-06-18 00:00:00+05:30,391.9,391.9,370.8,373.3,602415,False,0,,False
2008-06-19 00:00:00+05:30,374.0,374.0,359.0,363.25,404804,False,0,,False
2008-06-20 00:00:00+05:30,365.0,368.0,353.0,356.5,568205,False,0,,False
2008-06-23 00:00:00+05:30,357.0,357.0,331.0,335.4,456082,False,0,,False
2008-06-24 00:00:00+05:30,335.0,343.9,301.0,308.6,1876917,False,0,,False
2008-06-25 00:00:00+05:30,309.0,326.0,295.0,320.9,1371617,False,0,,False
2008-06-26 00:00:00+05:30,325.45,329.95,316.0,318.2,1051741,False,0,,False
2008-06-27 00:00:00+05:30,310.0,314.95,294.55,300.75,601759,False,0,,False
2008-06-30 00:00:00+05:30,304.8,308.9,289.0,303.75,773163,False,0,,False
2008-07-01 00:00:00+05:30,314.9,314.9,287.5,293.0,423518,False,0,,False
2008-07-02 00:00:00+05:30,305.0,315.0,290.1,302.65,771102,False,0,,False
2008-07-03 00:00:00+05:30,312.0,315.0,279.1,283.7,480033,False,0,,False
2008-07-04 00:00:00+05:30,314.0,314.0,277.65,289.75,523975,False,0,,False
2008-07-07 00:00:00+05:30,299.0,303.4,292.0,294.65,309555,False,0,,False
2008-07-08 00:00:00+05:30,314.0,314.0,284.6,298.6,293167,False,0,,False
2008-07-09 00:00:00+05:30,306.75,310.0,302.1,306.0,362678,False,0,,False
2008-07-10 00:00:00+05:30,302.5,316.9,302.0,312.5,364636,False,0,,False
